date,equity,benchmark
2025-11-07,1496661.7518784036,1301238.4141157349
2025-11-10,1491849.7518784036,1305759.7144547284
2025-11-11,1457100.7518784036,1293832.79281865
2025-11-12,1426842.2148500036,1292092.3550059283
2025-11-13,1436829.6916177035,1307712.9095264357
2025-11-14,1414160.5873107035,1287150.8243161803
2025-11-17,1441250.6460580037,1278783.206471603
2025-11-18,1409724.7298750037,1270478.7205195616
2025-11-19,1424875.7298750037,1276068.5350925718
2025-11-20,1400700.7298750037,1269576.2403817729
2025-11-21,1343087.7283720037,1238611.0204922787
2025-11-24,1344815.6110846035,1237064.706296252
2025-11-25,1341543.8426609035,1248844.7837065207
2025-11-26,1342290.8150737036,1256415.3266435778
2025-11-27,1344797.8150737036,1255797.0790792312
2025-11-28,1363118.8150737036,1258928.3653261848
2025-12-01,1378861.8150737036,1272785.1204525917
2025-12-02,1366599.3844909037,1266624.6158201848
2025-12-03,1350763.1882987036,1260148.4517250997
2025-12-04,1351807.9078532038,1264463.947656708
2025-12-05,1351138.2769432038,1275024.2167821256
2025-12-08,1357618.4309693037,1285375.066017326
2025-12-09,1332781.8258955036,1278830.4858624889
2025-12-10,1330166.7220184037,1277051.6683089302
2025-12-11,1316820.5535243037,1266026.6705825126
2025-12-12,1323849.5535243037,1274026.6216344375
2025-12-15,1319719.3823760035,1265991.9063245086
2025-12-16,1300789.3511942038,1250833.2992643605
2025-12-17,1329254.8261089036,1273727.6490156013
2025-12-18,1321718.3386493037,1266195.7639334449
2025-12-19,1328562.3386493037,1270474.5488086012
2025-12-22,1342445.3386493037,1282557.4924346022
2025-12-23,1354458.3386493037,1285091.1115579477
2025-12-24,1355661.3386493037,1288796.9814611946
2025-12-25,1359627.3386493037,1291154.5543820069
2025-12-26,1362872.3386493037,1295243.943579556
2025-12-29,1343663.3386493037,1290274.601483405
2025-12-30,1342170.3386493037,1293586.9399860443
2025-12-31,1341374.3386493037,1287651.4296314402
2026-01-05,1405381.3386493037,1312071.5131379694
2026-01-06,1461214.0557693038,1332359.377881088
2026-01-07,1462593.186942004,1328457.9937908254
2026-01-08,1447127.7905600038,1317608.207924749
2026-01-09,1443130.0080820038,1323523.1378386144
2026-01-12,1441998.8243461037,1332143.0051392699
2026-01-13,1453109.4104582039,1324109.958513725
2026-01-14,1433843.4104582039,1318797.7017766205
2026-01-15,1438516.4104582039,1321439.229156811
2026-01-16,1440875.285349404,1316000.430520571
2026-01-19,1440318.4886553038,1316718.7991479698
2026-01-20,1446992.039427604,1312386.3382584553
2026-01-21,1455938.163567104,1313551.91430082
2026-01-22,1454915.0772876039,1313729.9073018015
2026-01-23,1453435.0772876039,1307830.551775522
2026-01-26,1459794.845194104,1309072.8872995595
2026-01-27,1460983.4315466038,1308719.126210109
2026-01-28,1472419.646345804,1312139.6510836575
2026-01-29,1474482.074589404,1322118.105587117
2026-01-30,1475976.252784204,1308899.3441236028
2026-02-02,1426388.310857204,1280987.816657197
2026-02-03,1434015.380107304,1296041.2966011404
2026-02-04,1435658.0328521042,1306769.8247352978
2026-02-05,1401064.0328521042,1298909.2088294541
2026-02-06,1404762.7050116041,1291449.3552898823
2026-02-09,1435068.2468828042,1312435.8425618531
2026-02-10,1442452.8856567042,1313893.160257389
2026-02-11,1446055.661374704,1310979.3592085098
2026-02-12,1448387.3665785042,1312581.018103279
2026-02-13,1408287.3665785042,1296124.4527062862
2026-02-24,1433334.3665785042,1309234.1934566991
2026-02-25,1433691.7167305043,1317116.5022595378
2026-02-26,1417696.9362273042,1314610.1383144674
2026-02-27,1445335.9362273042,1310097.1813973952
2026-03-02,1498151.9362273042,1315109.3530594076
2026-03-03,1449616.5343486043,1294870.1582774948
2026-03-04,1427371.3649288043,1280054.7439723643
2026-03-05,1431326.1467056042,1292588.5104961637
2026-03-06,1416509.7798046044,1296133.6304703995
2026-03-09,1388927.9623286044,1283622.9474139146
2026-03-10,1413202.2699471042,1300115.3895251676
2026-03-11,1463204.6958160042,1308386.5017895252
2026-03-12,1496044.6958160042,1303676.362001053
2026-03-13,1508347.6958160042,1298553.5009415552
2026-03-16,1485193.3575804043,1299226.2588624523
2026-03-17,1450777.1918858043,1289737.0069976281
2026-03-18,1458114.3417482043,1295547.6441374808
2026-03-19,1452222.8127282043,1274666.5620957788
2026-03-20,1439500.7938243044,1270151.936494322
2026-03-23,1409247.0044361043,1228707.1005579804
2026-03-24,1424610.7017660043,1244483.1208402826
2026-03-25,1407889.2993182044,1261933.1096740032
2026-03-26,1395217.4915384045,1245265.177588345
2026-03-27,1394425.9414020043,1252228.0412954886
2026-03-30,1384715.7094395044,1249274.4699354526
2026-03-31,1362094.5931145044,1237621.2125383832
2026-04-01,1359464.6232631044,1258762.8874580848
2026-04-02,1360544.4453553045,1245648.9749967111
2026-04-03,1348622.2120828044,1235045.8763054325
2026-04-07,1352236.6595536044,1234997.7625723549
2026-04-08,1344030.6595536044,1278088.7556537113
2026-04-09,1363672.9840547044,1269931.1139274796
2026-04-10,1384344.6334149046,1289494.2134197266
2026-04-13,1380210.3196236044,1292161.0491797442
2026-04-14,1383904.0974236045,1307493.1994158493
2026-04-15,1381250.9612426045,1303032.8060568795
2026-04-16,1385260.0452786046,1317317.30061377
2026-04-17,1383290.0452786046,1315110.1874015995
2026-04-20,1409151.6971366047,1323111.5290238447
2026-04-21,1423074.6254905045,1326047.0229697188
2026-04-22,1447062.5631609047,1334843.7708150996
2026-04-23,1437357.1058965046,1331144.8537634537
2026-04-24,1420314.6780860047,1326428.5954655726
2026-04-27,1435590.1449698047,1326867.4594586177
